"Column 1","Column 2","Column 3","Column 4","Column 5"
"kilukusa","kilukusa","","",""
"kilukusha","kilukusha","","",""
"kilulu","kilulu","","",""
"kiluma","kiluma","","",""
"kilumba","kilumba","","",""
"kilumbi","kilumbi","","",""
"kilumbu","kilumbu","","",""
"kilun","kilun","","",""
"kilunda","kilunda","","",""
"kilundu","kilundu","","",""
"kilundu ii","kilundu ii","","",""
"kilunga","kilunga","","",""
"kilungu","kilungu","","",""
"kilungu-djimba","kilungu-djimba","","",""
"kilungulungu","kilungulungu","","",""
"kiluntuta","kiluntuta","","",""
"kiluntutu","kiluntutu","","",""
"kilunzi","kilunzi","","",""
"kilusu","kilusu","","",""
"kiluvumbu","kiluvumbu","","",""
"kilvan","kilvan","","",""
"kilwa","kilwa","","",""
"kilwa mushika","kilwa mushika","","",""
"kilwa-mashiko","kilwa-mashiko","","",""
"kilwa-mishiko","kilwa-mishiko","","",""
"kilwa-mulundu","kilwa-mulundu","","",""
"kilwani","kilwani","","",""
"kilwezi","kilwezi","","",""
"kilwinning","kilwinning","","",""
"kilworth","kilworth","","",""
"kim ??i","kim ??i","","",""
"kim bang","kim bang","","",""
"kim chau","kim chau","","",""
"kim dai","kim dai","","",""
"kim doi","kim doi","","",""
"kim giao","kim giao","","",""
"kim khe","kim khe","","",""
"kim lien","kim lien","","",""
"kim lu","kim lu","","",""
"kim lung","kim lung","","",""
"kim ma","kim ma","","",""
"kim son","kim son","","",""
"kim thanh","kim thanh","","",""
"kim xuyen","kim xuyen","","",""
"kima","kima","","",""
"kimabwa","kimabwa","","",""
"kimabwe","kimabwe","","",""
"kimadiata","kimadiata","","",""
"kimadiobo","kimadiobo","","",""
"kimafia","kimafia","","",""
"kimafu","kimafu","","",""
"kimafui","kimafui","","",""
"kimafwani","kimafwani","","",""
"kimafwani-vwoka","kimafwani-vwoka","","",""
"kimaga","kimaga","","",""
"kimakunga","kimakunga","","",""
"kimala","kimala","","",""
"kimalanda","kimalanda","","",""
"kimalando","kimalando","","",""
"kimale","kimale","","",""
"kimalele","kimalele","","",""
"kimalundu","kimalundu","","",""
"kimama","kimama","","",""
"kiman","kiman","","",""
"kimana","kimana","","",""
"kimanda","kimanda","","",""
"kimande","kimande","","",""
"kimanga","kimanga","","",""
"kimangunu","kimangunu","","",""
"kimani","kimani","","",""
"kimano","kimano","","",""
"kimano i","kimano i","","",""
"kimano ii","kimano ii","","",""
"kimanzanza","kimanzanza","","",""
"kimar","kimar","","",""
"kimara","kimara","","",""
"kimasa pene mayenge","kimasa pene mayenge","","",""
"kimasandi","kimasandi","","",""
"kimasaya","kimasaya","","",""
"kimatadi","kimatadi","","",""
"kimatanda","kimatanda","","",""
"kimatuta","kimatuta","","",""
"kimawe","kimawe","","",""
"kimaya","kimaya","","",""
"kimayala","kimayala","","",""
"kimaza","kimaza","","",""
"kimazi","kimazi","","",""
"kimazonza","kimazonza","","",""
"kimba","kimba","","",""
"kimbadi","kimbadi","","",""
"kimbaka","kimbaka","","",""
"kimbaku","kimbaku","","",""
"kimbala","kimbala","","",""
"kimbala muke","kimbala muke","","",""
"kimbalama","kimbalama","","",""
"kimbalata","kimbalata","","",""
"kimbala-twana","kimbala-twana","","",""
"kimball","kimball","","",""
"kimballton","kimballton","","",""
"kimbalo","kimbalo","","",""
"kimbalu","kimbalu","","",""
"kimbamba","kimbamba","","",""
"kimbambi","kimbambi","","",""
"kimbambo","kimbambo","","",""
"kimbana","kimbana","","",""
"kimbanda","kimbanda","","",""
"kimbangu","kimbangu","","",""
"kimbangula","kimbangula","","",""
"kimbanza","kimbanza","","",""
"kimbao","kimbao","","",""
"kimbasa","kimbasa","","",""
"kimbata","kimbata","","",""
"kimbata finda","kimbata finda","","",""
"kimbata luidi","kimbata luidi","","",""
"kimbata nsele","kimbata nsele","","",""
"kimbati","kimbati","","",""
"kimbay","kimbay","","",""
"kimbayo","kimbayo","","",""
"kimbe","kimbe","","",""
"kimbedi","kimbedi","","",""
"kimbegete","kimbegete","","",""
"kimbeka","kimbeka","","",""
"kimbele","kimbele","","",""
"kimbemba","kimbemba","","",""
"kimbembo","kimbembo","","",""
"kimbenga","kimbenga","","",""
"kimbengele","kimbengele","","",""
"kimbengo","kimbengo","","",""
"kimbenza","kimbenza","","",""
"kimbenza i","kimbenza i","","",""
"kimbenza ii","kimbenza ii","","",""
"kimberley","kimberley","","",""
"kimberly","kimberly","","",""
"kimberly acres","kimberly acres","","",""
"kimberly park","kimberly park","","",""
"kimbi","kimbi","","",""
"kimbi bisongo","kimbi bisongo","","",""
"kimbibisengo","kimbibisengo","","",""
"kimbidi","kimbidi","","",""
"kimbie","kimbie","","",""
"kimbilangundu","kimbilangundu","","",""
"kimbili","kimbili","","",""
"kimbilimbili","kimbilimbili","","",""
"kimbimbi","kimbimbi","","",""
"kimbimi","kimbimi","","",""
"kimbinda","kimbinda","","",""
"kimbinda-mbamba","kimbinda-mbamba","","",""
"kimbinga","kimbinga","","",""
"kimbinga-lowala","kimbinga-lowala","","",""
"kimbini","kimbini","","",""
"kimble","kimble","","",""
"kimbo","kimbo","","",""
"kimboko","kimboko","","",""
"kimbolo","kimbolo","","",""
"kimbolton","kimbolton","","",""
"kimboma","kimboma","","",""
"kimbondi","kimbondi","","",""
"kimbondi-mfumu","kimbondi-mfumu","","",""
"kimbongo","kimbongo","","",""
"kimbonoko","kimbonoko","","",""
"kimboto","kimboto","","",""
"kimboukou","kimboukou","","",""
"kimbrell","kimbrell","","",""
"kimbrough","kimbrough","","",""
"kimbu","kimbu","","",""
"kimbuaka","kimbuaka","","",""
"kimbuana","kimbuana","","",""
"kimbuandi","kimbuandi","","",""
"kimbuba","kimbuba","","",""
"kimbue","kimbue","","",""
"kimbuete","kimbuete","","",""
"kimbuinga","kimbuinga","","",""
"kimbuji","kimbuji","","",""
"kimbuku","kimbuku","","",""
"kimbula","kimbula","","",""
"kimbulu","kimbulu","","",""
"kimbulu-baka","kimbulu-baka","","",""
"kimbulumbulu","kimbulumbulu","","",""
"kimbulungu","kimbulungu","","",""
"kimbulungu-landa","kimbulungu-landa","","",""
"kimbuma","kimbuma","","",""
"kimbumba","kimbumba","","",""
"kimbunda","kimbunda","","",""
"kimbundu","kimbundu","","",""
"kimbungu","kimbungu","","",""
"kimbwala","kimbwala","","",""
"kimchon","kimchon","","",""
"kimede","kimede","","",""
"kimeko","kimeko","","",""
"kimenga","kimenga","","",""
"kimenkinda","kimenkinda","","",""
"kimeso","kimeso","","",""
"kimeza","kimeza","","",""
"kimfakata","kimfakata","","",""
"kimfulu","kimfulu","","",""
"kimfumu ndana","kimfumu ndana","","",""
"kimfumu-dana","kimfumu-dana","","",""
"kimfwakata","kimfwakata","","",""
"kimhasa","kimhasa","","",""
"kimhwa","kimhwa","","",""
"kimi","kimi","","",""
"kimiala","kimiala","","",""
"kimil","kimil","","",""
"kimilolo","kimilolo","","",""
"kimilundu","kimilundu","","",""
"kimina","kimina","","",""
"kiminania","kiminania","","",""
"kimingu","kimingu","","",""
"kimini","kimini","","",""
"kimion","kimion","","",""
"kimisundu","kimisundu","","",""
"kimje","kimje","","",""
"kimmeridge","kimmeridge","","",""
"kimoanga","kimoanga","","",""
"kimofu","kimofu","","",""
"kimoho","kimoho","","",""
"kimoka","kimoka","","",""
"kimoko","kimoko","","",""
"kimolo","kimolo","","",""
"kopanskaya","kopanskaya","","",""
"klima","klima","","",""
"klimantino","klimantino","","",""
"klimash","klimash","","",""
"klimatia","klimatia","","",""
"klimatino","klimatino","","",""
"klimautsy","klimautsy","","",""
"klimenki","klimenki","","",""
"klimenkov","klimenkov","","",""
"klimenovka","klimenovka","","",""
"kliment","kliment","","",""
"klimentina","klimentina","","",""
"klimentinovo","klimentinovo","","",""
"klimentinowo","klimentinowo","","",""
"klimentov","klimentov","","",""
"klimentovo","klimentovo","","",""
"klimentowo","klimentowo","","",""
"klimentyevka","klimentyevka","","",""
"klimentyevo","klimentyevo","","",""
"klimina","klimina","","",""
"klimino","klimino","","",""
"klimki","klimki","","",""
"klimkovka","klimkovka","","",""
"klimkovo","klimkovo","","",""
"klimkovtse","klimkovtse","","",""
"klimkowka","klimkowka","","",""
"klimontow","klimontow","","",""
"klimotino","klimotino","","",""
"klimov","klimov","","",""
"klimova","klimova","","",""
"klimovichi","klimovichi","","",""
"klimovka","klimovka","","",""
"klimovo","klimovo","","",""
"klimovshchina","klimovshchina","","",""
"klimovsk","klimovsk","","",""
"klimovskaya","klimovskaya","","",""
"klimovskiy","klimovskiy","","",""
"klimovskoye","klimovskoye","","",""
"klimshchino","klimshchino","","",""
"klimushino","klimushino","","",""
"klimy","klimy","","",""
"klin","klin","","",""
"klinci","klinci","","",""
"klinde","klinde","","",""
"kline","kline","","",""
"klines corner","klines corner","","",""
"klines mill","klines mill","","",""
"klinesville","klinesville","","",""
"klinets","klinets","","",""
"kling","kling","","",""
"klinga","klinga","","",""
"klingasiaisu","klingasiaisu","","",""
"klinge","klinge","","",""
"klingen","klingen","","",""
"klingenberg","klingenberg","","",""
"klingenhof","klingenhof","","",""
"klingenthal","klingenthal","","",""
"klingsta","klingsta","","",""
"klink","klink","","",""
"klinken","klinken","","",""
"klinkenberg","klinkenberg","","",""
"klinki","klinki","","",""
"klinkovo","klinkovo","","",""
"klinniki","klinniki","","",""
"klinok","klinok","","",""
"klinovets","klinovets","","",""
"klinovka","klinovka","","",""
"klinovo","klinovo","","",""
"klinovoy","klinovoy","","",""
"klinovoye","klinovoye","","",""
"klinovskiy","klinovskiy","","",""
"klinovskiye","klinovskiye","","",""
"klinovyy","klinovyy","","",""
"klinskoye","klinskoye","","",""
"klint","klint","","",""
"klinta","klinta","","",""
"klinteby","klinteby","","",""
"klinten","klinten","","",""
"klinting","klinting","","",""
"klintsevo","klintsevo","","",""
"klintsi","klintsi","","",""
"klintsovka","klintsovka","","",""
"klintsovo","klintsovo","","",""
"klintsy","klintsy","","",""
"kliny","kliny","","",""
"klipang","klipang","","",""
"klipdam","klipdam","","",""
"klipdrif","klipdrif","","",""
"klipdrift","klipdrift","","",""
"klipfontein","klipfontein","","",""
"klipgat","klipgat","","",""
"klipheuwel","klipheuwel","","",""
"klipkraal","klipkraal","","",""
"klipkuil","klipkuil","","",""
"klippan","klippan","","",""
"klipplaatdrif","klipplaatdrif","","",""
"klipplaatdrift","klipplaatdrift","","",""
"kliprand","kliprand","","",""
"kliprivier","kliprivier","","",""
"klipspruit","klipspruit","","",""
"kliran","kliran","","",""
"klis","klis","","",""
"klisa","klisa","","",""
"klisali","klisali","","",""
"klisat","klisat","","",""
"klishina","klishina","","",""
"klishino","klishino","","",""
"klishkautsy","klishkautsy","","",""
"klishovo","klishovo","","",""
"klisoura","klisoura","","",""
"klissoura","klissoura","","",""
"klissura","klissura","","",""
"kliston","kliston","","",""
"klisura","klisura","","",""
"kliszow","kliszow","","",""
"kliteh","kliteh","","",""
"klitih","klitih","","",""
"klitik","klitik","","",""
"klitino","klitino","","",""
"klitnya","klitnya","","",""
"klito","klito","","",""
"klitten","klitten","","",""
"kliukiai","kliukiai","","",""
"klive","klive","","",""
"klives","klives","","",""
"kliwonan","kliwonan","","",""
"kljaci","kljaci","","",""
"kljajici","kljajici","","",""
"kljestine","kljestine","","",""
"kljuc","kljuc","","",""
"kljun","kljun","","",""
"klobouk","klobouk","","",""
"klobucari","klobucari","","",""
"klobuczyn","klobuczyn","","",""
"klobuk","klobuk","","",""
"klobukovo","klobukovo","","",""
"kloc","kloc","","",""
"klochki","klochki","","",""
"klochkov","klochkov","","",""
"klochkovo","klochkovo","","",""
"klochnevo","klochnevo","","",""
"klockow","klockow","","",""
"kloda","kloda","","",""
"klodangan","klodangan","","",""
"klodawa","klodawa","","",""
"klodna","klodna","","",""
"klodnica","klodnica","","",""
"klodno","klodno","","",""
"klodran","klodran","","",""
"klokoc","klokoc","","",""
"klokocevac","klokocevac","","",""
"klokocevik","klokocevik","","",""
"klokoci","klokoci","","",""
"klokocov","klokocov","","",""
"klokoczyn","klokoczyn","","",""
"klokot","klokot","","",""
"klokotnica","klokotnica","","",""
"klokova","klokova","","",""
"klokovo","klokovo","","",""
"klokowice","klokowice","","",""
"klompang","klompang","","",""
"klon","klon","","",""
"kloncing","kloncing","","",""
"klondike","klondike","","",""
"klondyke","klondyke","","",""
"klong","klong","","",""
"klonge","klonge","","",""
"kloni","kloni","","",""
"klonow","klonow","","",""
"klonowa","klonowa","","",""
"klonowek","klonowek","","",""
"klonowiec","klonowiec","","",""
"klonowka","klonowka","","",""
"klonowo","klonowo","","",""
"klontong","klontong","","",""
"klony","klony","","",""
"klooster","klooster","","",""
"kloosterburen","kloosterburen","","",""
"kloosterhoek","kloosterhoek","","",""
"kloostri","kloostri","","",""
"kloostri asundus","kloostri asundus","","",""
"klopce","klopce","","",""
"klopikha","klopikha","","",""
"klopinino","klopinino","","",""
"kloposepuluh","kloposepuluh","","",""
"klopot","klopot","","",""
"klopotowo","klopotowo","","",""
"klori","klori","","",""
"kloron","kloron","","",""
"klorup","klorup","","",""
"klos","klos","","",""
"kloschwitz","kloschwitz","","",""
"klose","klose","","",""
"klosh","klosh","","",""
"klosi","klosi","","",""
"klosow","klosow","","",""
"klosowo","klosowo","","",""
"klostar","klostar","","",""
"kloster","kloster","","",""
"klosterbruck","klosterbruck","","",""
"klosterdorf","klosterdorf","","",""
"klosterfelde","klosterfelde","","",""
"klosterhauser","klosterhauser","","",""
"klosterheide","klosterheide","","",""
"klosterhof","klosterhof","","",""
"klosterle","klosterle","","",""
"kloten","kloten","","",""
"kloto","kloto","","",""
"klotok","klotok","","",""
"klotzenhof","klotzenhof","","",""
"kloulklubed","kloulklubed","","",""
"klov","klov","","",""
"kloven","kloven","","",""
"klovsta","klovsta","","",""
"kluang","kluang","","",""
"klubben","klubben","","",""
"klubnichnyy","klubnichnyy","","",""
"klubovka","klubovka","","",""
"klucov","klucov","","",""
"kluczewo","kluczewo","","",""
"klucznik","klucznik","","",""
"kluczowa","kluczowa","","",""
"kludan","kludan","","",""
"kluess","kluess","","",""
"kluis","kluis","","",""
"kluk","kluk","","",""
"kluki","kluki","","",""
"klukowo","klukowo","","",""
"kluky","kluky","","",""
"klukyay","klukyay","","",""
"klump","klump","","",""
"klumpang","klumpang","","",""
"klumpit","klumpit","","",""
"klumprit","klumprit","","",""
"klumutan","klumutan","","",""
"klungland","klungland","","",""
"klupe","klupe","","",""
"klurahan","klurahan","","",""
"klurak","klurak","","",""
"klus","klus","","",""
"klusai","klusai","","",""
"kluse","kluse","","",""
"klushino","klushino","","",""
"kluski","kluski","","",""
"kluss","kluss","","",""
"klusy","klusy","","",""
"klutuk","klutuk","","",""
"kluwih","kluwih","","",""
"kluwung","kluwung","","",""
"kluwut","kluwut","","",""
"klyachina","klyachina","","",""
"klyachino","klyachino","","",""
"klyaginskiy","klyaginskiy","","",""
"klyapino","klyapino","","",""
"klyapovo","klyapovo","","",""
"klyashevo","klyashevo","","",""
"klyasino","klyasino","","",""
"klyasovo","klyasovo","","",""
"klyastitsy","klyastitsy","","",""
"klych","klych","","",""
"klychevo","klychevo","","",""
"klychi","klychi","","",""
"klychly","klychly","","",""
"klygino","klygino","","",""
"klykovo","klykovo","","",""
"klynivka","klynivka","","",""
"klypino","klypino","","",""
"klyuch","klyuch","","",""
"klyucha","klyucha","","",""
"klyuchevaya","klyuchevaya","","",""
"klyuchevka","klyuchevka","","",""
"klyuchevo","klyuchevo","","",""
"klyuchevoy","klyuchevoy","","",""
"klyuchevoye","klyuchevoye","","",""
"klyuchevsk","klyuchevsk","","",""
"klyuchevskiy","klyuchevskiy","","",""
"klyuchevskoy","klyuchevskoy","","",""
"klyuchevskoye","klyuchevskoye","","",""
"klyuchi","klyuchi","","",""
"klyuchik","klyuchik","","",""
"klyuchiki","klyuchiki","","",""
"klyuchishche","klyuchishche","","",""
"klyuchishchi","klyuchishchi","","",""
"klyuchki","klyuchki","","",""
"klyuchkin","klyuchkin","","",""
"klyuchniki","klyuchniki","","",""
"klyuchnikovo","klyuchnikovo","","",""
"klyukina","klyukina","","",""
"klyukino","klyukino","","",""
"klyukvennoye","klyukvennoye","","",""
"klyukvennyy","klyukvennyy","","",""
"klyukvenskiy","klyukvenskiy","","",""
"klyushevo","klyushevo","","",""
"klyushniki","klyushniki","","",""
"klyushnikovo","klyushnikovo","","",""
"klyusy","klyusy","","",""
"klyuyevka","klyuyevka","","",""
"klyuyevo","klyuyevo","","",""
"kmetovce","kmetovce","","",""
"knais","knais","","",""
"knaisse","knaisse","","",""
"knapdale","knapdale","","",""
"knaplund","knaplund","","",""
"knapp","knapp","","",""
"knappa","knappa","","",""
"knappenberg","knappenberg","","",""
"knappstad","knappstad","","",""
"knapton","knapton","","",""
"knarrevik","knarrevik","","",""
"knarrvik","knarrvik","","",""
"knarvik","knarvik","","",""
"kneeland","kneeland","","",""
"kneis","kneis","","",""
